student_id,name,dob,class,board,school,actual_career_id,predicted_career_id
684,Brian Christian,2010-08-17,9,CBSE,Myers Group,1,NULL
685,Troy Peters,2009-11-24,8,ICSE,"Smith, Lewis and Eaton",3,NULL
686,Sandra Graham,2007-07-29,9,CBSE,Torres-Graham,1,NULL
687,Philip Bond,2008-10-12,11,CBSE,Sanchez-Holt,7,NULL
688,Ronald Mora III,2010-04-10,9,State Board,Todd Ltd,1,NULL
689,Whitney Buckley,2009-07-15,11,ICSE,Buchanan-Hutchinson,5,NULL
690,Tina Robinson DDS,2007-04-26,9,ICSE,Griffith-Byrd,1,NULL
691,Brian Sanchez,2009-12-26,10,State Board,"Baker, Howell and Green",3,NULL
692,Steven Jackson,2007-08-13,12,CBSE,Heath-Clarke,5,NULL
693,Todd Brown,2009-09-09,8,ICSE,"Scott, Clark and Morris",1,NULL
694,Adrian Farrell,2010-09-30,8,CBSE,"Taylor, Williams and Mcdonald",1,NULL
695,Michael Diaz,2010-05-06,9,State Board,Johnson Ltd,2,NULL
696,Jeffrey Erickson,2007-02-03,10,State Board,Huff-Sanchez,2,NULL
697,Reginald Castillo,2007-03-08,8,CBSE,Turner LLC,2,NULL
698,Sarah Flores,2009-03-02,10,State Board,Baker Ltd,2,NULL
699,Glenda Casey,2009-12-30,11,ICSE,Cooper-Mitchell,6,NULL
700,Brittany Fisher,2008-07-20,9,ICSE,Acosta-Watkins,2,NULL
701,Shane Jones,2009-08-30,12,ICSE,Klein Group,6,NULL
702,Cindy Bradley,2010-07-03,8,CBSE,Mcneil PLC,2,NULL
703,Dana Brooks,2010-12-21,9,CBSE,Thomas and Sons,1,NULL
704,Gary Shaw,2010-10-14,10,State Board,Melendez Group,1,NULL
705,Matthew Campbell,2010-10-24,10,ICSE,Walter Group,3,NULL
706,Kaitlin Martin,2010-08-28,10,CBSE,"Snow, Pearson and Benson",1,NULL
707,Angela Romero,2007-01-19,12,State Board,Carpenter and Sons,8,NULL
708,Daniel Gonzalez,2009-02-04,10,State Board,"Scott, Leonard and Kaufman",1,NULL
709,Richard Wells,2008-12-03,10,CBSE,"Maynard, Rogers and Pittman",2,NULL
710,Mike Turner,2010-07-12,12,ICSE,Mercer Group,4,NULL
711,Sharon Lynch,2008-07-18,11,State Board,Brown Group,7,NULL
712,Allison Daniel,2007-07-09,9,State Board,Graham and Sons,1,NULL
713,Derek Arnold,2010-08-28,11,State Board,Cummings-Wright,7,NULL
714,Christopher Park,2010-11-26,8,ICSE,"Silva, Yang and Carr",1,NULL
715,Joseph Shea,2008-11-02,10,State Board,Walker-Gomez,3,NULL
716,Corey Martin,2009-08-05,12,State Board,Deleon LLC,8,NULL
717,Teresa Ritter,2009-03-19,9,ICSE,"Hill, Henry and Mckinney",1,NULL
718,Hayley Robinson,2009-08-10,12,CBSE,"Lang, Bell and Alexander",6,NULL
719,Laura Lee,2008-03-22,9,CBSE,Baker and Sons,1,NULL
720,Tiffany May,2007-09-12,11,State Board,Gonzalez-Hunt,7,NULL
721,Christopher Flores,2007-12-07,10,CBSE,"Harris, White and Hamilton",1,NULL
722,Matthew Kaiser,2009-09-10,12,CBSE,Whitney-Davis,5,NULL
723,Kristi Torres,2008-07-08,8,CBSE,"Harris, Palmer and Burton",3,NULL
724,Eric Vasquez,2008-08-27,11,CBSE,Elliott-Chapman,7,NULL
725,Dana Perez,2008-02-27,11,CBSE,Sanchez-Burke,5,NULL
726,Gloria Ortiz,2007-02-25,10,ICSE,Chaney and Sons,1,NULL
727,Kimberly Hanson,2010-07-26,10,ICSE,"Pennington, Brown and Curtis",3,NULL
728,Kathleen Hill,2007-08-29,9,ICSE,Bass and Sons,1,NULL
729,Angela Carlson,2010-12-26,11,State Board,Weeks LLC,7,NULL
730,Dr. Jason Aguilar,2009-05-04,9,State Board,"Reynolds, Evans and Manning",1,NULL
731,Angela Jones,2008-09-15,12,State Board,Weeks-Bernard,5,NULL
732,Matthew Rogers,2007-10-15,11,State Board,"Alvarado, Brown and Stewart",4,NULL
733,Amanda Taylor,2010-03-19,8,State Board,Ramsey-Hernandez,1,NULL
734,Lindsey Hood,2007-12-30,10,State Board,Wilson Ltd,1,NULL
735,Tiffany Walker,2007-12-05,11,CBSE,Lin-Williams,4,NULL
736,Patricia Peters,2009-10-05,11,CBSE,Ray PLC,7,NULL
737,James Martinez,2007-06-17,12,State Board,"Beltran, Everett and Matthews",7,NULL
738,Jesse Wilson,2009-02-27,9,State Board,Carlson Inc,2,NULL
739,Dr. Jacqueline Johnson,2010-09-01,12,CBSE,Hawkins-Turner,5,NULL
740,Lisa Ramirez,2009-08-16,8,State Board,"Daniels, Walker and Nunez",1,NULL
741,Ryan Price,2010-04-16,12,CBSE,Marshall and Sons,8,NULL
742,Reginald Ferguson,2009-08-29,10,State Board,"Rivera, Miranda and Donovan",3,NULL
743,Renee Ramos MD,2009-01-19,9,State Board,"May, Roberts and Savage",3,NULL
744,Jonathan Evans,2008-08-01,12,State Board,Harris LLC,7,NULL
745,Brittany Ray,2010-12-05,10,CBSE,Tanner and Sons,2,NULL
746,Jennifer Matthews,2007-01-27,10,ICSE,Dennis and Sons,2,NULL
747,Tiffany Gonzalez,2007-12-23,11,State Board,Simmons-Diaz,8,NULL
748,Jason Bolton,2007-12-27,8,CBSE,Bolton Ltd,1,NULL
749,Anthony Fisher,2010-11-12,9,ICSE,"Harrison, Duarte and Jenkins",3,NULL
750,Reginald Garza,2008-02-12,8,CBSE,"Green, Ramos and Robinson",2,NULL
751,Dana Wood,2008-07-23,12,ICSE,Howard Ltd,6,NULL
752,Anthony Smith,2007-10-09,12,State Board,Gonzales PLC,8,NULL
753,Jeremiah Hawkins,2007-04-01,11,State Board,Dodson-Wilson,5,NULL
754,Tyler Charles,2009-12-06,9,State Board,Berry-Horn,1,NULL
755,Jamie Sanders,2007-12-01,9,State Board,Johnson-Dennis,1,NULL
756,Tiffany Hill,2008-11-04,10,State Board,"Moss, Freeman and Ross",2,NULL
757,Karen Jacobs,2011-01-03,9,ICSE,Richmond LLC,1,NULL
758,Christopher Harris,2009-05-31,11,State Board,Wilson-Chang,6,NULL
759,Regina Nash,2009-09-28,9,ICSE,Carpenter-Miranda,1,NULL
760,Sandra Johnson,2010-03-07,12,State Board,Morales Ltd,4,NULL
761,Jamie Perkins,2009-06-06,11,ICSE,Green-Moore,8,NULL
762,Casey Christian,2010-12-03,10,ICSE,Zuniga-Griffith,1,NULL
763,Traci Perkins,2010-01-06,10,CBSE,Knight LLC,2,NULL
764,Charles Burnett,2007-05-17,12,CBSE,"Price, Cook and Clark",6,NULL
765,Carol Williams,2009-01-30,9,CBSE,Miller Inc,1,NULL
766,Sarah Campbell,2010-07-01,11,ICSE,"Erickson, Shaffer and Randolph",8,NULL
767,John Stephenson,2008-07-12,10,CBSE,Hobbs PLC,3,NULL
768,Veronica Mills,2009-03-31,12,ICSE,Campbell-Hill,4,NULL
769,Stacy Colon,2010-05-06,10,ICSE,Lee Inc,1,NULL
770,Kimberly Cruz,2009-04-06,10,State Board,Anderson LLC,3,NULL
771,Stephanie Taylor,2008-02-01,8,ICSE,"Edwards, Dixon and Allen",1,NULL
772,Miranda Perez,2010-02-18,8,CBSE,Wilson and Sons,1,NULL
773,Stephen Trujillo,2008-01-15,8,CBSE,"Rogers, Glover and Flores",2,NULL
774,Benjamin Dean,2009-12-02,12,State Board,Stevens-Petty,6,NULL
775,Zachary Martin,2008-03-19,11,State Board,Hill LLC,5,NULL
776,Nicole Allen,2007-05-20,10,ICSE,Campbell Group,3,NULL
777,Nicole Dunn,2010-02-25,8,State Board,"Oliver, Mason and Bautista",2,NULL
778,Jeffrey Kennedy,2009-01-22,11,ICSE,Atkins-Johnston,8,NULL
779,Lisa Brown,2010-04-18,8,ICSE,Jones LLC,3,NULL
780,Jamie Rich,2010-05-02,8,ICSE,Sullivan LLC,2,NULL
781,Michael Duncan,2010-05-08,8,ICSE,"Riley, Petersen and Clarke",3,NULL
782,Elizabeth Robinson,2010-10-21,9,State Board,Wagner and Sons,1,NULL
783,David Gates,2007-04-20,9,ICSE,Sullivan Inc,3,NULL
784,Mr. Barry Gonzalez,2010-11-26,12,State Board,"Jones, Villegas and Jackson",7,NULL
785,Phillip Campbell,2010-04-27,11,CBSE,Welch and Sons,6,NULL
786,Anthony Vazquez,2007-10-16,12,State Board,Anthony PLC,6,NULL
787,Tiffany Rodriguez,2007-08-27,10,ICSE,"Olsen, Burton and Guerra",3,NULL
788,Heather Bryan,2007-06-11,9,CBSE,"Perry, Sharp and Rivas",1,NULL
789,Amber Payne,2008-11-24,9,ICSE,Reed and Sons,2,NULL
790,Samantha Wheeler,2009-04-14,12,CBSE,"Campbell, Harris and Caldwell",8,NULL
791,Michael Wheeler,2010-11-09,12,ICSE,Lambert PLC,6,NULL
792,Andrew Simpson,2010-01-08,11,ICSE,"Mitchell, Barr and Zavala",6,NULL
793,Jeremy Thomas,2009-10-12,8,CBSE,Nguyen-Gregory,2,NULL
794,William Harper,2010-01-09,8,State Board,"Morris, Rivera and Lambert",3,NULL
795,Julie Obrien,2009-04-21,8,CBSE,"Grimes, Clark and Allison",3,NULL
796,Pamela Jones,2008-09-13,11,ICSE,Mcdonald PLC,4,NULL
797,Joseph Stanley,2009-04-29,12,CBSE,"Sosa, Burgess and Yates",8,NULL
798,Charlene Sims,2010-03-17,12,State Board,Turner Inc,4,NULL
799,Stephanie Cordova,2010-03-20,8,State Board,Rogers-Webster,1,NULL
800,Larry Graham,2008-12-13,10,CBSE,Johnson Group,1,NULL
801,Robert Andrews,2010-12-25,9,CBSE,Rush-Patton,2,NULL
802,James Smith,2008-08-13,10,ICSE,"Dougherty, Tanner and Lucas",3,NULL
803,Stephanie Williams,2007-07-15,12,CBSE,"Alexander, Robles and Prince",4,NULL
804,Ashley West,2007-12-09,9,State Board,"Walton, Snyder and Henderson",2,NULL
805,James Graham,2010-08-01,9,ICSE,Wilkins-Sheppard,3,NULL
806,Yolanda Newton,2008-09-30,12,CBSE,Sullivan and Sons,5,NULL
807,Steven Phillips,2009-07-01,10,State Board,"Pena, Cortez and Rodriguez",2,NULL
808,Andrea Davis,2009-12-09,8,CBSE,Bowers and Sons,2,NULL
809,John Fletcher,2009-01-21,8,State Board,"Patrick, Morales and Wallace",2,NULL
810,Mr. Daniel Lopez,2010-02-11,9,ICSE,Lee and Sons,1,NULL
811,Sarah Landry,2007-03-19,8,CBSE,Hooper-Frazier,2,NULL
812,Ricardo Krueger,2010-10-24,12,ICSE,Jenkins-Callahan,8,NULL
813,Robyn Koch,2010-04-22,8,ICSE,Martin-Vasquez,2,NULL
814,Michael Rogers,2010-11-14,10,CBSE,Fuentes-Terry,2,NULL
815,Katie Michael,2009-12-26,10,ICSE,"Green, Rodriguez and Phillips",1,NULL
816,Jamie Sanders,2009-05-05,11,ICSE,Martin LLC,4,NULL
817,Joshua Schroeder,2010-01-07,12,ICSE,"Cox, Pena and Kelley",6,NULL
818,Michelle Drake,2009-01-16,12,State Board,Lewis-Hawkins,8,NULL
819,Christopher Lopez,2008-04-07,10,State Board,Rodriguez-Hart,1,NULL
820,Sarah Reyes,2010-04-17,9,CBSE,"Navarro, Parsons and Davis",2,NULL
821,Emily Wise,2010-12-29,10,CBSE,"Turner, Rivera and Stanton",2,NULL
822,Dennis Freeman,2010-10-18,9,State Board,Smith-Odom,2,NULL
823,Matthew Nicholson,2010-09-23,8,State Board,Bean-Reed,2,NULL
824,Mary Rojas,2009-10-24,12,ICSE,Edwards LLC,6,NULL
825,April Hodge,2010-09-08,9,ICSE,Padilla-Kline,2,NULL
826,Jessica Nolan,2007-03-13,9,State Board,Bailey-Nelson,3,NULL
827,Christopher Rojas,2009-02-09,9,State Board,Kane-Carson,3,NULL
828,Nancy Martinez,2008-01-25,10,ICSE,Wright-Pierce,2,NULL
829,Katherine Butler,2010-05-29,8,CBSE,Brooks-Anderson,3,NULL
830,Stephanie Weber,2009-03-26,10,ICSE,"Snyder, Ortiz and Buchanan",2,NULL
831,Julie Robinson,2008-03-20,9,State Board,Griffith and Sons,1,NULL
832,Ashlee Brown,2009-07-29,8,ICSE,Welch LLC,2,NULL
833,Wesley Wilkins,2008-12-25,11,CBSE,Rodriguez-Kelly,8,NULL
834,Anna Ortiz,2010-08-27,10,CBSE,"Ibarra, Hill and Turner",3,NULL
835,Scott Logan,2008-10-30,11,CBSE,Morrow-Harper,6,NULL
836,Donald Rivera,2007-08-25,9,ICSE,Johnson-Stevens,3,NULL
837,Caitlin Adkins,2009-01-04,8,ICSE,"Smith, Mendez and Caldwell",2,NULL
838,Jason Mitchell,2007-02-09,10,ICSE,"Parker, Rivera and Woodard",1,NULL
839,Claire Johnson,2008-03-03,9,ICSE,Gonzalez-Smith,1,NULL
840,Brittany Reed,2010-12-17,10,ICSE,Carrillo-Perry,1,NULL
841,Christopher Price,2009-02-22,9,CBSE,"Baker, Shepard and Grimes",1,NULL
842,Timothy Long,2010-09-23,11,ICSE,"Woods, Foster and Rogers",7,NULL
843,Brianna Doyle,2008-08-10,10,State Board,"Wilson, Lane and Taylor",3,NULL
844,Jose Ayers,2009-11-01,10,ICSE,"Maxwell, Thomas and Gomez",3,NULL
845,Lori Weaver,2007-07-27,10,State Board,"Carter, Cortez and Clarke",1,NULL
846,Jeremy Hall,2009-12-17,11,ICSE,Cannon Ltd,7,NULL
847,Melissa Weber,2007-08-31,12,State Board,"Schultz, Maxwell and Lane",7,NULL
848,Angela Murphy,2008-07-06,12,State Board,Riley and Sons,7,NULL
849,Tyler Bender,2010-09-24,8,State Board,Stewart and Sons,2,NULL
850,Nathan Solis,2008-01-28,12,ICSE,"Malone, Adams and Carter",7,NULL
851,Heidi Morgan,2009-06-21,9,CBSE,Hoffman-Weber,1,NULL
852,Nicholas Graham,2009-01-02,10,ICSE,"Phillips, Baker and Smith",3,NULL
853,Chad Meza,2010-01-25,8,CBSE,Garza-Bates,1,NULL
854,Dr. Robert Callahan,2007-09-17,10,State Board,Hampton-Jacobs,3,NULL
855,Michelle Mathis,2007-12-10,11,CBSE,Ross Ltd,5,NULL
856,Cassandra Mcbride,2010-05-18,10,ICSE,"Hunter, Barnes and Hayes",2,NULL
857,Marie George,2009-07-18,8,State Board,"Kim, Simmons and Brown",3,NULL
858,Kim Arnold,2007-06-13,9,State Board,"Tanner, Wilson and Smith",1,NULL
859,Thomas Perez,2007-10-18,10,ICSE,Robinson-Ryan,3,NULL
860,Jeremy Reed,2007-03-21,10,State Board,Brown-Ellison,2,NULL
861,Sierra Wilson,2007-04-07,8,CBSE,Anderson and Sons,3,NULL
862,Rose Chambers,2009-12-19,10,CBSE,Hernandez Ltd,2,NULL
863,Abigail Wilkinson,2009-01-01,12,ICSE,Parker-Rice,7,NULL
864,Troy Romero,2010-02-03,11,ICSE,Doyle Inc,5,NULL
865,Robert Sharp,2010-04-05,9,ICSE,"Fields, Williams and Gray",2,NULL
866,Lauren Robinson,2007-01-19,9,CBSE,Bean-Norman,1,NULL
867,Sharon Gomez,2008-10-13,10,State Board,Jenkins and Sons,1,NULL
868,Kristy Stevenson,2009-01-08,9,CBSE,Peters-Goodwin,3,NULL
869,Antonio Salas,2009-10-29,11,State Board,"Wright, Higgins and Joseph",7,NULL
870,Jason Johnson,2010-06-10,10,State Board,Miller-Reeves,3,NULL
871,Allison Holland,2010-04-18,12,State Board,Allen-Wright,6,NULL
872,Terri Miller,2008-09-02,9,CBSE,"Brooks, Bonilla and Haynes",1,NULL
873,Kelly Cain,2010-03-06,9,ICSE,"Jones, Williams and Duke",2,NULL
874,Reginald Mendez MD,2009-07-25,8,ICSE,Booker-Moreno,2,NULL
875,Brian Hernandez,2009-07-07,12,ICSE,"Mcdonald, Nichols and Reid",6,NULL
876,Cynthia Flores,2010-01-11,11,State Board,"Grant, Cook and Mason",7,NULL
877,Adrian Whitaker,2008-08-21,11,ICSE,"Wilson, Alexander and Hernandez",8,NULL
878,Chelsea Simpson,2009-10-20,11,CBSE,Barry-Schroeder,7,NULL
879,Danielle Hall,2009-08-25,11,ICSE,Jones and Sons,4,NULL
880,Jessica Baker,2008-05-16,10,ICSE,"Flores, Woods and Lutz",3,NULL
881,Dennis French,2011-01-16,10,ICSE,Williams LLC,3,NULL
882,Jeffrey Baker,2008-12-28,8,State Board,Anderson-Byrd,3,NULL
883,Shirley Hunt,2007-05-17,11,ICSE,"Collins, Lester and Jones",4,NULL
884,Dana Berry,2007-02-12,8,CBSE,"Harper, Waller and Osborn",3,NULL
885,Carol Gonzales,2008-05-17,10,ICSE,"Wilson, Moore and Hartman",2,NULL
886,Jamie Wright,2007-07-11,11,ICSE,Duran-Gould,4,NULL
887,Valerie Miranda,2008-03-02,11,ICSE,Nelson Ltd,8,NULL
888,Ryan Black,2010-12-22,8,ICSE,"Calhoun, Watson and Mcclain",3,NULL
889,Christine Johnson,2009-02-22,9,CBSE,Marquez LLC,1,NULL
890,Cindy Phillips,2010-10-25,11,CBSE,Mitchell Inc,6,NULL
891,Dr. Ralph Bradford,2009-05-31,11,State Board,Mccall LLC,8,NULL
892,Sheryl Levy,2007-01-24,8,ICSE,Mendez-Martin,1,NULL
893,Troy Cordova,2009-08-25,12,ICSE,Osborne LLC,5,NULL
894,Raymond Lucero,2010-09-22,10,CBSE,Vasquez-Foley,3,NULL
895,Carla Burgess,2007-08-27,10,CBSE,Cook and Sons,3,NULL
896,Kathleen Hernandez,2010-04-27,11,CBSE,Wilson and Sons,8,NULL
897,Patrick Cantrell,2009-07-06,11,ICSE,"Davis, Miles and Mueller",7,NULL
898,Emily Fisher,2010-02-26,10,ICSE,"Collins, Moon and Cook",2,NULL
899,Dawn Gutierrez,2007-07-21,11,State Board,"Henderson, Morris and Berry",7,NULL
900,Carlos Hansen,2009-09-30,9,State Board,Anderson-Kelley,1,NULL
901,Robin Silva MD,2007-05-26,10,ICSE,"Diaz, Andrews and Garcia",2,NULL
902,James Holland,2008-05-18,8,ICSE,Doyle-Castillo,3,NULL
903,Kurt Goodwin,2007-06-19,8,ICSE,Poole PLC,2,NULL
904,Melissa Thomas,2007-07-27,8,CBSE,Daniels and Sons,1,NULL
905,Amber Jones,2007-06-03,8,State Board,"Cooper, Hutchinson and Ramirez",1,NULL
906,Carrie Miller,2008-10-29,11,State Board,Becker-Lopez,4,NULL
907,Cynthia Brown,2007-06-12,11,ICSE,Meyer Ltd,6,NULL
908,Becky Wiley MD,2008-03-28,12,State Board,Ramos and Sons,4,NULL
909,Lindsay Walker,2007-02-03,8,State Board,"Romero, Herring and Harmon",1,NULL
910,Julian Gould,2009-03-19,10,State Board,Acosta-Klein,1,NULL
911,Gary Hernandez,2010-10-11,8,ICSE,"Parrish, Pope and Richardson",2,NULL
912,Rodney Powell,2009-12-22,12,CBSE,"Richmond, Johnson and Stokes",7,NULL
913,Brian Bell,2007-01-30,9,ICSE,Sullivan Inc,3,NULL
914,Fred Mejia,2009-03-25,10,ICSE,Tran Ltd,1,NULL
915,Megan Martin,2007-02-18,9,ICSE,"Lee, Owens and Curtis",2,NULL
916,Albert Michael,2009-08-20,12,ICSE,"Young, Moyer and Patton",7,NULL
917,Joy Taylor,2008-03-13,12,CBSE,Ross PLC,5,NULL
918,Dale Hines,2010-01-11,9,CBSE,Sawyer-Turner,2,NULL
919,Ryan Boyd,2007-07-19,11,ICSE,Molina Ltd,6,NULL
920,Steven Mcgrath,2008-07-17,9,ICSE,Berry-Adkins,3,NULL
921,Jordan Wilson,2007-03-25,10,ICSE,"Barnett, Hensley and Preston",3,NULL
922,Amanda Gonzalez,2009-09-26,8,State Board,"Hammond, Hill and Rivera",1,NULL
923,Calvin Miller,2009-12-14,10,ICSE,"Olson, Pittman and Hobbs",3,NULL
924,Kylie Jones MD,2010-06-14,8,State Board,Arnold-Odom,3,NULL
925,Jenna Butler,2009-06-08,9,ICSE,Mccormick and Sons,3,NULL
926,Jessica Greene,2007-03-15,12,CBSE,"Herrera, Mckinney and Conley",5,NULL
927,Stephanie Campbell,2007-10-16,9,ICSE,"Garcia, Hurley and Miles",3,NULL
928,Melissa Moore,2009-11-30,12,ICSE,Sullivan Inc,7,NULL
929,Jessica Molina,2008-01-15,12,CBSE,"Adams, Moody and Bailey",6,NULL
930,Pam Andersen,2008-03-15,12,CBSE,Parks-Gaines,6,NULL
931,Timothy Jacobson,2007-03-05,9,CBSE,Rose PLC,1,NULL
932,Jeremy Weaver,2009-05-22,11,ICSE,Taylor-Nelson,4,NULL
933,Stephen Bennett PhD,2009-06-26,11,State Board,Oliver PLC,6,NULL
934,Mark Henry,2010-09-08,11,State Board,Guzman-White,5,NULL
935,Bradley Byrd,2009-02-24,10,ICSE,Sanders Inc,3,NULL
936,Eric Jenkins,2008-01-08,12,State Board,Shepherd Ltd,5,NULL
937,Christopher Hill,2009-08-12,8,State Board,"Stark, Parker and Becker",3,NULL
938,Patrick Green,2007-04-05,8,ICSE,Kim-Rhodes,2,NULL
939,Brenda Williams,2009-08-13,11,CBSE,"Mejia, Perez and Guerra",4,NULL
940,Amy Pearson,2007-07-05,10,ICSE,Ferguson-Simpson,3,NULL
941,Kelli Jimenez,2010-05-19,8,ICSE,"Williams, Paul and Gordon",1,NULL
942,Christopher Alvarez,2008-07-02,10,CBSE,Mullins-Smith,1,NULL
943,Jeffery Brown,2009-12-24,12,CBSE,Nguyen-Johnson,6,NULL
944,Kimberly Perez,2009-10-24,11,CBSE,Curry-Cisneros,4,NULL
945,Curtis Gross,2009-10-10,9,State Board,Rose-Foster,3,NULL
946,Phillip Arnold,2010-06-27,9,CBSE,"Wu, Hendricks and Moreno",1,NULL
947,Maria Harper DVM,2009-08-20,12,ICSE,Clark Group,7,NULL
948,David Davis,2008-09-29,9,State Board,"Taylor, Allen and Hernandez",3,NULL
949,Kiara Payne,2008-05-16,8,ICSE,Lopez-Sanchez,1,NULL
950,Jean Lloyd,2007-04-03,8,ICSE,"Moore, Blair and Perez",3,NULL
951,Erik Hansen,2010-11-03,8,State Board,Williams-Fields,1,NULL
952,Katelyn Ryan,2007-05-08,9,CBSE,"Torres, Barrett and Meyer",2,NULL
953,Christie Dennis,2009-01-20,8,CBSE,"Perkins, Nelson and Sanders",3,NULL
954,Lisa Mitchell,2008-08-03,11,State Board,Campbell-Serrano,5,NULL
955,Anna Becker,2009-01-02,9,ICSE,Wiggins LLC,2,NULL
956,Victoria Diaz,2008-03-28,11,CBSE,Rodriguez LLC,7,NULL
957,Kristin Hill,2007-09-14,12,State Board,Cruz PLC,8,NULL
958,Sheri Ramos,2007-08-02,12,CBSE,Lynn Ltd,8,NULL
959,Alexander Moore,2010-04-14,10,CBSE,King-Acosta,2,NULL
960,Logan Miller,2009-11-14,8,State Board,"Sanders, Allen and Miller",2,NULL
961,Austin Ramsey,2010-12-14,9,ICSE,Matthews Ltd,3,NULL
962,David Douglas,2008-03-13,10,ICSE,Graham-Thompson,2,NULL
963,Adam Freeman,2007-04-14,9,CBSE,Webb Ltd,3,NULL
964,Samantha Anderson,2008-10-26,9,State Board,Sanchez-Aguirre,3,NULL
965,Jennifer Gibbs,2008-02-12,10,CBSE,Thornton Inc,3,NULL
966,Andrea Boyer,2010-02-08,8,State Board,Cook Inc,3,NULL
967,Mrs. Gina Rivas PhD,2011-01-14,12,CBSE,Smith-Ramirez,7,NULL
968,James Hernandez,2008-02-23,9,ICSE,Sweeney Inc,1,NULL
969,Walter Contreras,2010-09-14,9,State Board,Simmons-Castaneda,2,NULL
970,Mitchell Campos,2010-06-15,12,ICSE,Hudson Group,4,NULL
971,Jacob Brown,2008-10-10,10,State Board,"Pitts, George and Haynes",2,NULL
972,Thomas Patterson,2007-03-23,12,CBSE,Johnson Ltd,8,NULL
973,Steven Payne,2007-06-24,10,ICSE,Peters-Quinn,3,NULL
974,Johnathan Martin,2008-11-29,10,ICSE,White Inc,1,NULL
975,Susan Chambers,2009-03-16,8,ICSE,Mueller-Hart,2,NULL
976,Aaron Rhodes DVM,2010-02-19,10,ICSE,"Wood, Harvey and Hines",1,NULL
977,Ryan Wolfe,2007-07-07,11,State Board,Frazier Inc,6,NULL
978,Matthew Morgan,2010-01-03,9,CBSE,"Gray, Strickland and Delgado",2,NULL
979,Keith Fischer,2007-11-03,10,CBSE,"Price, Fisher and Saunders",3,NULL
980,Aaron Bird DVM,2007-06-26,9,State Board,"Moore, Montgomery and Wright",3,NULL
981,Sarah Hanson,2008-08-22,8,ICSE,Wilson Inc,1,NULL
982,Rebecca Hale,2009-10-22,10,ICSE,Payne-Fernandez,2,NULL
983,Christine Curry,2008-07-15,8,ICSE,Villanueva-Munoz,2,NULL
984,Lee Crawford,2009-08-26,12,ICSE,"Garcia, King and Baldwin",8,NULL
985,Laura Gomez,2009-08-27,10,ICSE,"Ramirez, Alvarez and Holt",2,NULL
986,Alicia Carter,2009-11-01,8,ICSE,"Reid, Collier and Espinoza",1,NULL
987,Kathleen Patterson,2010-10-06,8,State Board,"Mcdonald, Ramirez and Torres",3,NULL
988,Joseph Walsh,2010-07-26,10,ICSE,"Meyer, White and Garrett",2,NULL
989,Mary Palmer,2008-08-11,12,State Board,"Keller, Hays and Fields",6,NULL
990,Sean Morales,2008-01-16,12,CBSE,Hayes-Nolan,8,NULL
991,Molly Reyes,2008-09-29,11,State Board,Harper-Keller,5,NULL
992,Melissa Tate,2010-12-10,11,ICSE,Jenkins-Miller,8,NULL
993,Shannon Livingston,2008-03-27,11,State Board,Solis-Roman,8,NULL
994,William Terry,2009-12-15,10,CBSE,Mcdonald Ltd,2,NULL
995,Samuel Velasquez,2009-05-27,9,CBSE,Robertson-Conner,2,NULL
996,Erik Lee,2007-03-17,8,State Board,"Garcia, Glass and Jones",3,NULL
997,Chad Smith,2007-04-27,10,CBSE,Navarro-Floyd,1,NULL
998,James Harris,2007-08-03,9,State Board,Bishop and Sons,2,NULL
999,Cynthia Hinton,2009-11-13,11,ICSE,Valentine-Gould,6,NULL
1000,Robert Brewer,2007-10-17,11,CBSE,Santos Ltd,6,NULL
